sample_idx,file,ux_rel_l2,ux_mae,uy_rel_l2,uy_mae,uz_rel_l2,uz_mae,speed_rel_l2,speed_mae,total_rel_l2
62,3002_10-2.npz,0.570992112159729,15.943264961242676,0.7872409224510193,4.154784679412842,0.8306995034217834,5.273080348968506,0.5423725843429565,16.15052604675293,0.6020119190216064
63,3002_10-3.npz,0.5556070804595947,16.583101272583008,0.8565437197685242,4.4168829917907715,0.7438430786132812,5.840105056762695,0.5340560078620911,17.087202072143555,0.5883252620697021
64,3002_10-4.npz,0.5422844290733337,16.257816314697266,0.8013728857040405,4.475038528442383,0.7775181531906128,6.266226291656494,0.5315976142883301,17.329456329345703,0.577235758304596
65,3002_11-0.npz,0.5167927145957947,16.20536231994629,0.8701363205909729,4.140974044799805,0.826179027557373,5.346653938293457,0.5092569589614868,16.9642276763916,0.5551781058311462
66,3002_11-1.npz,0.5408263206481934,14.944175720214844,0.8579697608947754,1.7496697902679443,0.8870526552200317,3.169313669204712,0.5296347737312317,14.83383560180664,0.5549246072769165
67,3002_11-2.npz,0.593517005443573,17.432369232177734,0.8036919236183167,4.519928455352783,0.7816986441612244,6.254620552062988,0.5675867795944214,18.29437255859375,0.6243889927864075
68,3002_11-3.npz,0.4946255683898926,15.679884910583496,0.8507459759712219,3.805461883544922,0.8191912770271301,4.531363487243652,0.4860702455043793,16.205480575561523,0.5259928703308105
69,3002_11-4.npz,0.5289849638938904,14.429422378540039,0.8869650363922119,2.293635845184326,0.8369420170783997,4.06831169128418,0.5186343789100647,14.547703742980957,0.5549030303955078
70,3002_12-0.npz,0.5987457036972046,18.16801643371582,0.8324540257453918,3.83644700050354,0.8212107419967651,5.603908061981201,0.5740310549736023,18.697757720947266,0.627507209777832
71,3002_12-1.npz,0.4944407045841217,15.314359664916992,0.7978383898735046,3.5827505588531494,0.7608614563941956,4.243011951446533,0.4857834279537201,15.77784538269043,0.5184910297393799
72,3002_12-2.npz,0.5539953708648682,15.287932395935059,0.8654921054840088,3.0719385147094727,0.8152554631233215,4.637951850891113,0.5440847873687744,15.861152648925781,0.5856767892837524
73,3002_12-3.npz,0.5812917947769165,17.84902572631836,0.8395975232124329,3.078963279724121,0.8728645443916321,4.583369731903076,0.5559231042861938,17.698009490966797,0.6057911515235901
74,3002_12-4.npz,0.5098669528961182,15.29434871673584,0.8091948628425598,4.206542491912842,0.7503256797790527,5.4704484939575195,0.502168595790863,16.233625411987305,0.54310542345047
